"","Photo","Cond","Ci","Trmmol","VPD","LA","StmRat","BLCond","Tair","Tleaf","TBlk","CO2R","CO2S","H2OR","H2OS","RH_R","RH_S","Flow","Pari","Press","id"
"1",0.988,0.0117,255,0.145,1.19,6,0.5,2.25,23.13,25.21,22.34,399.84,397.75,20.499,20.783,70.58,71.56,299.6,1801,97.89,"Guelph_Ltul_2"
"2",0.498,0.0109,220,0.132,1.16,6,0.5,2.25,22.78,25.02,21.95,299.03,297.96,20.457,20.716,71.98,72.86,299.6,1800,97.88,"Guelph_Ltul_2"
"3",0.323,0.0134,157,0.161,1.15,6,0.5,2.25,22.88,24.97,22.15,199.65,198.94,20.373,20.689,71.29,72.36,299.6,1800,97.88,"Guelph_Ltul_2"
"4",-0.155,0.0149,115,0.178,1.14,6,0.5,2.25,22.86,24.94,22.15,100.33,100.61,20.323,20.672,71.17,72.37,299.6,1800,97.88,"Guelph_Ltul_2"
"5",-0.2,0.0204,79.9,0.244,1.15,6,0.5,2.25,22.89,25.02,22.15,65.08,65.45,20.309,20.786,70.99,72.66,299.6,1799,97.89,"Guelph_Ltul_2"
"6",2.08,0.0226,242,0.27,1.15,6,0.5,2.25,22.91,25.09,22.16,400.78,396.41,20.387,20.916,71.15,73,299.6,1799,97.89,"Guelph_Ltul_2"
"7",2.27,0.0227,229,0.271,1.15,6,0.5,2.25,22.92,25.12,22.15,401.42,396.66,20.435,20.967,71.27,73.12,299.6,1800,97.89,"Guelph_Ltul_2"
"8",3.14,0.0207,338,0.246,1.14,6,0.5,2.25,22.91,25.08,22.15,599.17,592.58,20.462,20.944,71.41,73.09,299.6,1801,97.88,"Guelph_Ltul_2"
"9",3.64,0.017,436,0.203,1.15,6,0.5,2.25,22.89,25.03,22.15,799.77,792.16,20.45,20.848,71.46,72.85,299.6,1800,97.87,"Guelph_Ltul_2"
"10",3.72,0.0141,554,0.169,1.15,6,0.5,2.25,22.88,25.01,22.15,998.97,991.19,20.463,20.795,71.57,72.69,299.6,1800,97.87,"Guelph_Ltul_2"
"11",4.07,0.013,671,0.156,1.14,6,0.5,2.25,22.87,24.98,22.15,1199.95,1191.44,20.443,20.748,71.54,72.57,299.6,1800,97.87,"Guelph_Ltul_2"
"12",4.72,0.0123,852,0.148,1.15,6,0.5,2.25,22.86,24.97,22.15,1500,1490.1,20.4,20.69,71.4,72.41,299.6,1800,97.86,"Guelph_Ltul_2"
"13",5.9,0.00875,872,0.125,1.37,6,0.5,2.25,22.7,26.07,21.8,2000.84,1988.52,20.375,20.622,71.98,72.86,299.6,1800,97.86,"Guelph_Ltul_2"
