"","X","Photo","Cond","Ci","Trmmol","VPD","LA","StmRat","BLCond","Tair","Tleaf","TBlk","CO2R","CO2S","H2OR","H2OS","RH_R","RH_S","Flow","Pari","Press","id"
"1",1,3.26174137777382,0.0279119508065235,187,0.499955440691561,1.71,11.221,0.5,7.2,25.12,25.13,25.21,399.33,383.19,15.285,17.583,46.65,53.53,399.8,1800,97.46,"GR_Pmar_3"
"2",2,2.2618304963907,0.0276445949558863,151,0.48284466625078,1.67,11.221,0.5,7.2,24.28,25.04,23.84,299.66,288.44,15.558,17.775,49.79,56.89,399.8,1800,97.46,"GR_Pmar_3"
"3",3,1.21914267890562,0.0265751715533375,114,0.452900810979414,1.63,11.221,0.5,7.2,24.19,24.9,23.84,198.57,192.47,15.862,17.942,51.15,57.73,399.8,1800,97.46,"GR_Pmar_3"
"4",4,0.335798948400321,0.0279654219766509,75.6,0.47803226093931,1.63,11.221,0.5,7.2,24.57,24.96,24.43,99.11,97.33,15.848,18.032,49.84,56.71,401.9,1800,97.46,"GR_Pmar_3"
"5",5,-0.059352998841458,0.0286070760181802,54.9,0.497816593886463,1.66,11.221,0.5,7.2,24.62,25.08,24.43,52.93,53.09,15.679,17.965,49.18,56.35,399.8,1800,97.47,"GR_Pmar_3"
"6",6,3.79645307904821,0.0287140183584351,161,0.502094287496658,1.67,11.221,0.5,7.2,24.64,25.08,24.43,400.7,382.05,15.568,17.873,48.75,55.97,399.8,1800,97.46,"GR_Pmar_3"
"7",7,3.2350057927101,0.027484181445504,186,0.481240531146957,1.68,11.221,0.5,7.2,24.65,25.1,24.43,399.24,383.25,15.684,17.895,49.22,56.01,399.9,1800,97.46,"GR_Pmar_3"
"8",8,5.20274485339988,0.0266286427234649,248,0.461990909901078,1.66,11.221,0.5,7.2,24.38,25.04,24.04,598.95,573.37,15.834,17.956,50.37,57.12,399.8,1800,97.46,"GR_Pmar_3"
"9",9,6.68389626592995,0.0251849211300241,325,0.43418590143481,1.65,11.221,0.5,7.2,24.36,25.02,24.04,800.31,767.46,16.037,18.031,51.07,57.42,399.8,1800,97.46,"GR_Pmar_3"
"10",10,7.37902147758667,0.0241154977274753,452,0.411193298280011,1.63,11.221,0.5,7.2,24.18,24.89,23.84,1000.49,964.08,16.057,17.946,51.68,57.76,399.8,1800,97.46,"GR_Pmar_3"
"11",11,7.75331966847875,0.0230995454950539,596,0.399429640851974,1.65,11.221,0.5,7.2,24.3,24.89,24.04,1200.09,1161.59,15.905,17.74,50.83,56.69,399.8,1800,97.46,"GR_Pmar_3"
"12",12,8.55538722039034,0.021655823901613,791,0.382318866411193,1.69,11.221,0.5,7.2,24.35,24.97,24.04,1500.4,1457.8,15.803,17.561,50.36,55.97,399.8,1800,97.45,"GR_Pmar_3"
"13",13,9.35745477230194,0.0202655734782996,1170,0.365208091970413,1.72,11.221,0.5,7.2,24.41,25.14,24.04,2001,1953.9,15.913,17.591,50.52,55.87,399.8,1800,97.45,"GR_Pmar_3"
