"","Photo","Cond","Ci","Trmmol","VPD","SetLA","StmRat","BLCond","Tair","Tleaf","TBlk","CO2R","CO2S","H2OR","H2OS","RH_R","RH_S","Flow","Pari","Press","id"
"1",9.71,0.0883,191,1.19,1.35,6,0.5,2.25,24.4,25.45,24.63,399.46,379.15,16.956,19.282,54.89,62.41,300.2,1799,99.33,"Blandy_Qrub_4"
"2",7.15,0.0899,148,1.15,1.29,6,0.5,2.25,22.95,25.14,22.48,298.62,283.68,17.059,19.313,60.43,68.23,300.2,1800,99.32,"Blandy_Qrub_4"
"3",4.53,0.103,114,1.25,1.23,6,0.5,2.25,22.84,24.93,22.48,199.58,190.06,17.029,19.48,60.72,69.29,300.2,1800,99.32,"Blandy_Qrub_4"
"4",1.39,0.12,75.6,1.39,1.18,6,0.5,2.25,22.81,24.84,22.48,99.73,96.67,17.082,19.813,61.07,70.6,300.2,1799,99.32,"Blandy_Qrub_4"
"5",-0.328,0.146,54.7,1.62,1.14,6,0.5,2.25,23.07,24.86,22.88,51.38,51.87,17.105,20.268,60.21,71.07,300.2,1799,99.32,"Blandy_Qrub_4"
"6",14.3,0.184,230,1.9,1.08,6,0.5,2.25,23.24,24.86,23.07,399.21,369.14,17.128,20.85,59.74,72.39,300.2,1799,99.32,"Blandy_Qrub_4"
"7",14.5,0.189,232,1.94,1.08,6,0.5,2.25,23.25,24.87,23.07,399.16,368.65,17.131,20.936,59.72,72.65,300.2,1799,99.32,"Blandy_Qrub_4"
"8",20.9,0.165,333,1.8,1.13,6,0.5,2.25,23.25,24.92,23.07,600.32,556.53,16.978,20.496,58.9,71.12,300.2,1799,99.33,"Blandy_Qrub_4"
"9",17.3,0.0717,355,0.96,1.34,6,0.5,2.25,23.21,25.17,22.86,799.63,763.58,17.003,18.885,59.13,65.68,300.2,1799,99.33,"Blandy_Qrub_4"
"10",18.4,0.0549,398,0.756,1.37,6,0.5,2.25,22.97,25.12,22.68,1000.34,962.03,16.999,18.482,59.98,65.21,300.2,1799,99.33,"Blandy_Qrub_4"
"11",21.6,0.0518,459,0.715,1.37,6,0.5,2.25,22.95,25.07,22.68,1200.46,1155.74,16.987,18.388,60.07,64.98,300.2,1799,99.33,"Blandy_Qrub_4"
"12",25.6,0.0486,566,0.672,1.37,6,0.5,2.25,22.93,25,22.68,1500.29,1447.17,16.926,18.244,59.89,64.56,300.2,1799,99.33,"Blandy_Qrub_4"
"13",27.1,0.0367,714,0.524,1.41,6,0.5,2.25,22.92,25.01,22.68,2000.08,1943.89,16.828,17.857,59.58,63.22,300.2,1800,99.33,"Blandy_Qrub_4"
