"","Photo","Cond","Ci","Trmmol","VPD","LA","StmRat","BLCond","Tair","Tleaf","TBlk","CO2R","CO2S","H2OR","H2OS","RH_R","RH_S","Flow","Pari","Press","id"
"1",17.2,0.361,269,3.31,1,6,0.5,2.25,25.02,24.95,25.28,397.96,361.04,15.93,22.409,48.83,68.13,299.6,1799,96.76,"GR_Ptre_4"
"2",12.6,0.326,198,3.18,1.05,6,0.5,2.25,25.06,25.06,25.28,299.1,272.11,15.901,22.12,48.52,67.08,299.6,1799,96.76,"GR_Ptre_4"
"3",7.21,0.284,136,2.95,1.1,6,0.5,2.25,25.07,25.14,25.28,199.28,183.75,15.97,21.749,48.66,65.9,299.6,1799,96.75,"GR_Ptre_4"
"4",2.1,0.245,77.9,2.68,1.14,6,0.5,2.25,24.84,25.11,24.89,99.18,94.47,16.039,21.295,49.53,65.43,299.6,1799,96.75,"GR_Ptre_4"
"5",-0.222,0.215,50.8,2.44,1.17,6,0.5,2.25,24.78,25.06,24.9,49.83,50.03,16.105,20.893,49.89,64.43,299.6,1800,96.75,"GR_Ptre_4"
"6",14.2,0.196,239,2.27,1.18,6,0.5,2.25,24.75,24.99,24.9,399.2,369.15,16.171,20.618,50.14,63.66,299.6,1800,96.74,"GR_Ptre_4"
"7",14.3,0.193,236,2.25,1.19,6,0.5,2.25,24.76,25.03,24.9,399.27,369.04,16.2,20.613,50.23,63.63,299.6,1799,96.74,"GR_Ptre_4"
"8",21.6,0.193,352,2.24,1.18,6,0.5,2.25,24.75,25,24.9,599.29,553.48,16.253,20.638,50.4,63.73,299.6,1799,96.74,"GR_Ptre_4"
"9",27.6,0.196,488,2.25,1.18,6,0.5,2.25,24.75,24.99,24.9,799.71,741.17,16.272,20.693,50.47,63.91,299.6,1799,96.73,"GR_Ptre_4"
"10",32.1,0.207,647,2.35,1.17,6,0.5,2.25,24.76,25,24.9,999.63,930.95,16.187,20.796,49.96,64.19,299.6,1799,96.73,"GR_Ptre_4"
"11",34.3,0.213,828,2.4,1.16,6,0.5,2.25,24.77,25.02,24.9,1199.02,1124.95,16.259,20.955,50.31,64.63,299.6,1800,96.73,"GR_Ptre_4"
"12",34.8,0.216,1120,2.4,1.14,6,0.5,2.25,24.76,24.99,24.9,1498.43,1421.85,16.306,21.009,50.55,64.83,299.6,1801,96.73,"GR_Ptre_4"
"13",36.8,0.229,1600,2.5,1.13,6,0.5,2.25,24.76,24.97,24.9,1998.85,1915.59,16.188,21.095,49.96,65.11,299.6,1800,96.73,"GR_Ptre_4"
