"","X","Photo","Cond","Ci","Trmmol","VPD","LA","StmRat","BLCond","Tair","Tleaf","TBlk","CO2R","CO2S","H2OR","H2OS","RH_R","RH_S","Flow","Pari","Press","id"
"1",1,6.49875762367292,0.0819968375875311,240,1.0435961147504,1.29,8.854,0.5,2.25,24.28,25.09,23.51,400.19,379.86,16.481,19.502,53.17,62.74,300.5,1800,97.98,"BNZ_Pgla_7"
"2",2,4.81138468488819,0.083352157217077,183,1.03681951660267,1.25,8.854,0.5,2.25,24.31,24.92,23.72,299.51,284.47,16.504,19.496,53.15,62.61,300.5,1800,97.98,"BNZ_Pgla_7"
"3",3,2.91393720352383,0.08402981703185,129,1.03004291845494,1.24,8.854,0.5,2.25,24.29,24.83,23.73,199.8,190.63,16.534,19.507,53.31,62.71,300.5,1800,97.98,"BNZ_Pgla_7"
"4",4,0.894510955500339,0.08402981703185,76,1.03681951660267,1.25,8.854,0.5,2.25,24.54,24.91,24.11,98.52,95.6,16.558,19.557,52.58,61.93,300.5,1799,97.98,"BNZ_Pgla_7"
"5",5,-0.107747910548904,0.08402981703185,51.1,1.0435961147504,1.25,8.854,0.5,2.25,24.57,24.96,24.11,49.84,50,16.573,19.586,52.54,61.91,300.5,1799,97.98,"BNZ_Pgla_7"
"6",6,6.52586401626384,0.0819968375875311,239,1.01648972215948,1.25,8.854,0.5,2.25,24.54,24.91,24.12,399.53,379.18,16.606,19.537,52.79,61.88,300.5,1801,97.98,"BNZ_Pgla_7"
"7",7,6.471651231082,0.0819968375875311,240,1.01648972215948,1.25,8.854,0.5,2.25,24.54,24.9,24.11,399.64,379.44,16.602,19.529,52.76,61.84,300.5,1800,97.98,"BNZ_Pgla_7"
"8",8,9.55500338829907,0.0813191777727581,364,1.00971312401175,1.24,8.854,0.5,2.25,24.64,24.87,24.31,599.44,569.65,16.603,19.515,52.46,61.44,300.5,1800,97.97,"BNZ_Pgla_7"
"9",9,12.1301106844364,0.0806415179579851,497,0.996159927716286,1.24,8.854,0.5,2.25,24.61,24.83,24.3,799.48,761.4,16.597,19.479,52.51,61.41,300.5,1800,97.97,"BNZ_Pgla_7"
"10",10,14.4341540546646,0.0806415179579851,638,1.00971312401175,1.26,8.854,0.5,2.25,24.78,24.94,24.5,998.57,953.2,16.58,19.506,51.95,60.9,300.5,1799,97.96,"BNZ_Pgla_7"
"11",11,16.8737293878473,0.08402981703185,791,1.06392590919358,1.28,8.854,0.5,2.25,24.82,25.06,24.51,1200.25,1146.99,16.479,19.561,51.35,60.92,300.5,1799,97.96,"BNZ_Pgla_7"
"12",12,18.3645809803479,0.083352157217077,1050,1.05714931104585,1.28,8.854,0.5,2.25,24.82,25.07,24.5,1500.38,1441.79,16.508,19.571,51.4,60.93,300.5,1801,97.96,"BNZ_Pgla_7"
"13",13,19.5843686469392,0.083352157217077,1510,1.0435961147504,1.26,8.854,0.5,2.25,24.79,24.99,24.51,1999.74,1936.08,16.511,19.532,51.51,60.93,300.5,1799,97.96,"BNZ_Pgla_7"
