"","X","Photo","Cond","Ci","Trmmol","VPD","LA","StmRat","BLCond","Tair","Tleaf","TBlk","CO2R","CO2S","H2OR","H2OS","RH_R","RH_S","Flow","Pari","Press","id"
"1",1,5.74661354581673,0.0697051792828685,244,1.02310756972112,1.47,6.275,0.5,2.25,25.07,24.84,24.87,400.38,387.52,14.798,16.903,46.14,52.61,299.6,1799,99.43,"BNZ_Pmar_3"
"2",2,4.19760956175299,0.0704701195219123,187,1.02310756972112,1.46,6.275,0.5,2.25,25.87,24.8,26.46,299.7,290.29,14.85,16.957,44.19,50.35,299.6,1800,99.42,"BNZ_Pmar_3"
"3",3,2.44780876494024,0.0691314741035857,132,1.02310756972112,1.48,6.275,0.5,2.25,26.19,24.94,26.85,199.5,193.95,14.909,17.01,43.56,49.55,299.6,1801,99.42,"BNZ_Pmar_3"
"4",4,0.769721115537849,0.0697051792828685,77.1,1.02310756972112,1.47,6.275,0.5,2.25,26.2,24.92,26.85,99.19,97.37,14.878,16.991,43.43,49.49,299.6,1800,99.42,"BNZ_Pmar_3"
"5",5,-0.128127490039841,0.0701832669322709,51.8,1.04223107569721,1.48,6.275,0.5,2.25,26.21,24.97,26.85,49.88,50.04,14.892,17.028,43.42,49.54,299.6,1800,99.42,"BNZ_Pmar_3"
"6",6,5.81354581673307,0.0690358565737052,241,1.01354581673307,1.47,6.275,0.5,2.25,26.2,24.91,26.86,399.6,386.61,14.893,16.986,43.5,49.47,299.6,1801,99.42,"BNZ_Pmar_3"
"7",7,5.84223107569721,0.0700876494023904,242,1.03266932270916,1.47,6.275,0.5,2.25,26.18,24.87,26.85,399.92,386.86,14.833,16.95,43.34,49.42,299.6,1801,99.42,"BNZ_Pmar_3"
"8",8,8.61513944223107,0.0694183266932271,365,1.03266932270916,1.48,6.275,0.5,2.25,26.22,24.96,26.85,599.66,580.37,14.868,16.986,43.36,49.39,299.6,1799,99.42,"BNZ_Pmar_3"
"9",9,10.996015936255,0.0692270916334661,498,1.02310756972112,1.48,6.275,0.5,2.25,26.22,24.96,26.85,799.81,775.1,14.87,16.982,43.38,49.4,299.6,1799,99.41,"BNZ_Pmar_3"
"10",10,12.7171314741036,0.0698964143426295,650,1.04223107569721,1.49,6.275,0.5,2.25,26.25,25.04,26.85,998.85,970.02,14.888,17.034,43.34,49.45,299.6,1801,99.41,"BNZ_Pmar_3"
"11",11,14.1513944223108,0.0695139442231076,806,1.04223107569721,1.51,6.275,0.5,2.25,26.27,25.1,26.85,1198.59,1166.33,14.869,17.022,43.24,49.36,299.6,1800,99.4,"BNZ_Pmar_3"
"12",12,15.8725099601594,0.0722868525896414,1070,1.0804780876494,1.5,6.275,0.5,2.25,26.14,25.07,26.65,1500.28,1463.75,14.841,17.062,43.36,49.85,299.6,1800,99.4,"BNZ_Pmar_3"
"13",13,16.2549800796813,0.0695139442231076,1530,1.03266932270916,1.49,6.275,0.5,2.25,26.12,25.03,26.66,1999.1,1960.77,14.933,17.063,43.8,49.91,299.6,1800,99.4,"BNZ_Pmar_3"
