"","Photo","Cond","Ci","Trmmol","VPD","LA","StmRat","BLCond","Tair","Tleaf","TBlk","CO2R","CO2S","H2OR","H2OS","RH_R","RH_S","Flow","Pari","Press","id"
"1",0.669,0.0272,348,0.448,1.61,6,0.5,2.25,24.6,25.31,24.88,399.2,397.5,15.477,16.358,49.54,52.35,300.2,1800,99.35,"Blandy_Ppal_2"
"2",0.493,0.0238,258,0.385,1.59,6,0.5,2.25,23.25,25.13,22.67,300.03,298.82,15.523,16.28,53.94,56.5,300.2,1801,99.35,"Blandy_Ppal_2"
"3",0.128,0.0248,187,0.392,1.55,6,0.5,2.25,23.12,24.92,22.67,200.91,200.5,15.511,16.281,54.34,56.96,300.2,1800,99.35,"Blandy_Ppal_2"
"4",-0.241,0.0262,112,0.409,1.53,6,0.5,2.25,23.28,24.85,23.1,99.82,100.22,15.494,16.298,53.75,56.46,300.2,1801,99.35,"Blandy_Ppal_2"
"5",-0.44,0.0267,76.4,0.417,1.53,6,0.5,2.25,23.32,24.86,23.07,50.58,51.41,15.478,16.298,53.55,56.31,300.2,1801,99.35,"Blandy_Ppal_2"
"6",1.42,0.0277,306,0.434,1.54,6,0.5,2.25,23.46,24.88,23.27,400.93,397.74,15.452,16.304,53.04,55.89,300.2,1801,99.36,"Blandy_Ppal_2"
"7",1.47,0.0276,302,0.435,1.54,6,0.5,2.25,23.47,24.91,23.26,400.16,396.87,15.443,16.297,52.97,55.82,300.2,1801,99.36,"Blandy_Ppal_2"
"8",2.39,0.0273,440,0.431,1.55,6,0.5,2.25,23.48,24.92,23.26,599.79,594.5,15.418,16.265,52.86,55.69,300.2,1801,99.36,"Blandy_Ppal_2"
"9",3.14,0.0273,589,0.432,1.56,6,0.5,2.25,23.48,24.95,23.26,799.96,793,15.388,16.238,52.73,55.57,300.2,1801,99.36,"Blandy_Ppal_2"
"10",4.02,0.0276,733,0.442,1.57,6,0.5,2.25,23.5,25,23.26,999.3,990.39,15.337,16.205,52.49,55.41,300.2,1800,99.36,"Blandy_Ppal_2"
"11",4.6,0.0268,886,0.43,1.58,6,0.5,2.25,23.51,25.02,23.26,1200.35,1190.12,15.336,16.183,52.47,55.3,300.2,1800,99.36,"Blandy_Ppal_2"
"12",5.38,0.0263,1120,0.424,1.58,6,0.5,2.25,23.51,25.03,23.26,1500.24,1488.22,15.308,16.142,52.34,55.15,300.2,1800,99.35,"Blandy_Ppal_2"
"13",6.47,0.0253,1530,0.408,1.58,6,0.5,2.25,23.5,25.01,23.26,1999.24,1984.7,15.296,16.098,52.34,55.02,300.2,1800,99.36,"Blandy_Ppal_2"
