"","Photo","Cond","Ci","Trmmol","VPD","LA","StmRat","BLCond","Tair","Tleaf","TBlk","CO2R","CO2S","H2OR","H2OS","RH_R","RH_S","Flow","Pari","Press","id"
"1",13.9,0.339,289,3.88,1.28,6,0.5,2.25,23.86,26.1,22.28,400.44,369.83,13.638,21.243,45.76,71.29,299.6,1800,99.68,"Auburn_Mvir_4"
"2",10.1,0.355,221,3.74,1.18,6,0.5,2.25,22.62,25.63,20.87,299.68,277.31,13.914,21.244,50.34,76.86,299.6,1801,99.68,"Auburn_Mvir_4"
"3",6.22,0.384,152,3.71,1.1,6,0.5,2.25,22.29,25.2,20.59,198.6,184.77,14.04,21.302,51.81,78.61,299.6,1800,99.67,"Auburn_Mvir_4"
"4",2.04,0.377,84.7,3.72,1.12,6,0.5,2.25,22.19,25.4,20.45,101.06,96.25,14.171,21.464,52.63,79.71,299.6,1800,99.67,"Auburn_Mvir_4"
"5",-0.19,0.387,49.9,3.71,1.09,6,0.5,2.25,21.99,25.31,20.25,49.89,49.9,14.309,21.571,53.77,81.06,299.6,1800,99.67,"Auburn_Mvir_4"
"6",13.5,0.403,302,3.74,1.06,6,0.5,2.25,22.22,25.26,20.58,399.89,370.08,14.406,21.742,53.38,80.55,299.6,1801,99.66,"Auburn_Mvir_4"
"7",13.7,0.411,303,3.75,1.05,6,0.5,2.25,22.22,25.19,20.58,399.97,369.82,14.438,21.774,53.51,80.7,299.6,1801,99.66,"Auburn_Mvir_4"
"8",17.6,0.452,480,3.71,0.957,6,0.5,2.25,22.21,24.71,20.58,600.3,560.95,14.486,21.757,53.7,80.66,299.6,1801,99.66,"Auburn_Mvir_4"
"9",20.1,0.375,643,3.58,1.08,6,0.5,2.25,22.07,25.26,20.38,799.3,753.64,14.551,21.567,54.42,80.67,299.6,1800,99.66,"Auburn_Mvir_4"
"10",22.5,0.314,804,3.24,1.14,6,0.5,2.25,21.98,25.29,20.24,1000.34,949.08,14.651,21.004,55.09,78.99,299.6,1800,99.65,"Auburn_Mvir_4"
"11",23.9,0.237,949,2.75,1.24,6,0.5,2.25,21.93,25.36,20.18,1199.73,1145.61,14.725,20.121,55.54,75.91,299.6,1800,99.65,"Auburn_Mvir_4"
"12",24.9,0.181,1180,2.17,1.25,6,0.5,2.25,21.88,24.84,20.13,1499.85,1443.63,14.775,19.03,55.9,72.01,299.6,1800,99.65,"Auburn_Mvir_4"
"13",23.5,0.11,1550,1.58,1.46,6,0.5,2.25,21.91,25.38,20.16,2000.2,1946.92,14.87,17.971,56.15,67.88,299.6,1031,99.64,"Auburn_Mvir_4"
