"","Photo","Cond","Ci","Trmmol","VPD","LA","StmRat","BLCond","Tair","Tleaf","TBlk","CO2R","CO2S","H2OR","H2OS","RH_R","RH_S","Flow","Pari","Press","id"
"1",12.4,0.146,224,1.85,1.29,6,0.5,2.25,23.96,25.58,23.83,400.1,373.89,16.727,20.356,54.95,66.88,300.2,1799,98.18,"Guelph_Pgra_2"
"2",8.63,0.13,165,1.59,1.24,6,0.5,2.25,22.08,25.13,20.9,299.12,280.98,16.862,19.982,62.28,73.58,300.2,1800,98.18,"Guelph_Pgra_2"
"3",4.99,0.129,121,1.54,1.2,6,0.5,2.25,21.91,24.9,20.91,199.1,188.54,16.945,19.957,63.25,74.22,300.2,1800,98.18,"Guelph_Pgra_2"
"4",1.51,0.136,75.9,1.58,1.18,6,0.5,2.25,21.95,24.81,21.1,99.59,96.28,16.922,20.015,62.98,74.27,300.2,1800,98.17,"Guelph_Pgra_2"
"5",-0.294,0.14,54,1.62,1.18,6,0.5,2.25,22.32,24.89,21.7,51.1,51.52,16.996,20.17,61.89,73.17,300.2,1800,98.17,"Guelph_Pgra_2"
"6",13.2,0.152,220,1.73,1.16,6,0.5,2.25,22.38,24.91,21.7,399.78,372.18,16.987,20.378,61.62,73.68,300.2,1800,98.18,"Guelph_Pgra_2"
"7",13.1,0.152,220,1.73,1.16,6,0.5,2.25,22.39,24.92,21.7,398.48,371.09,17.073,20.455,61.95,73.92,300.2,1800,98.18,"Guelph_Pgra_2"
"8",19.7,0.147,322,1.7,1.18,6,0.5,2.25,22.4,24.98,21.7,599.28,557.97,16.99,20.321,61.35,73.38,300.2,1800,98.18,"Guelph_Pgra_2"
"9",23.6,0.125,422,1.52,1.22,6,0.5,2.25,22.41,25.04,21.69,799.41,749.93,17.069,20.039,61.6,72.32,300.2,1800,98.18,"Guelph_Pgra_2"
"10",26.8,0.113,532,1.4,1.25,6,0.5,2.25,22.42,25.1,21.69,999.77,943.5,17.124,19.874,61.76,71.69,300.2,1799,98.18,"Guelph_Pgra_2"
"11",28.8,0.103,655,1.31,1.27,6,0.5,2.25,22.41,25.19,21.54,1199.96,1139.32,17.192,19.767,62.03,71.33,300.2,1800,98.18,"Guelph_Pgra_2"
"12",30.6,0.0944,871,1.2,1.27,6,0.5,2.25,22.06,25.13,21.11,1497.8,1433.18,17.327,19.687,64,72.56,300.2,1799,98.18,"Guelph_Pgra_2"
"13",31.6,0.0872,1300,1.1,1.26,6,0.5,2.25,21.88,25,20.91,1997.28,1929.85,17.442,19.602,65.16,73.04,300.2,1799,98.17,"Guelph_Pgra_2"
