"","Photo","Cond","Ci","Trmmol","VPD","LA","StmRat","BLCond","Tair","Tleaf","TBlk","CO2R","CO2S","H2OR","H2OS","RH_R","RH_S","Flow","Pari","Press","id"
"1",1.71,0.0491,330,0.75,1.48,6,0.5,2.25,24.2,25.67,23.66,399.95,395.93,17.25,18.722,55.48,60.22,300.2,1799,97.58,"UMBS_Arub_2"
"2",2.13,0.0579,229,0.818,1.38,6,0.5,2.25,22.67,25.09,22.08,300.31,295.57,17.049,18.653,60.19,65.85,300.2,1801,97.6,"UMBS_Arub_2"
"3",1.38,0.0696,161,0.925,1.3,6,0.5,2.25,22.73,24.71,22.7,200.6,197.48,16.843,18.658,59.3,65.68,300.2,1801,97.6,"UMBS_Arub_2"
"4",0.0317,0.0754,96.6,1.02,1.34,6,0.5,2.25,23.29,24.92,23.26,99.79,99.52,16.715,18.725,56.96,63.68,300.2,1799,97.6,"UMBS_Arub_2"
"5",-0.643,0.0798,63.6,1.11,1.37,6,0.5,2.25,23.39,25.15,23.26,50.48,51.65,16.611,18.794,56.27,63.52,300.2,1799,97.6,"UMBS_Arub_2"
"6",4.58,0.076,283,1.07,1.39,6,0.5,2.25,22.27,25.19,21.27,399.55,389.55,16.644,18.749,60.34,67.84,300.2,1799,97.59,"UMBS_Arub_2"
"7",4.15,0.068,282,0.964,1.39,6,0.5,2.25,21.99,25.14,20.88,399.37,390.33,16.741,18.631,61.73,68.54,300.2,1799,97.59,"UMBS_Arub_2"
"8",5.9,0.0607,416,0.867,1.39,6,0.5,2.25,21.9,25.14,20.92,599.1,586.3,16.877,18.577,62.55,68.74,300.2,1799,97.59,"UMBS_Arub_2"
"9",6.26,0.0484,560,0.696,1.4,6,0.5,2.25,21.63,25.11,20.52,800.35,786.73,17.134,18.5,64.46,69.6,300.2,1799,97.59,"UMBS_Arub_2"
"10",6.61,0.0421,709,0.602,1.38,6,0.5,2.25,21.61,25.05,20.52,998.81,984.41,17.319,18.499,65.24,69.69,300.2,1801,97.6,"UMBS_Arub_2"
"11",6.63,0.0398,891,0.552,1.34,6,0.5,2.25,22.7,24.73,22.68,1199.81,1185.25,17.211,18.293,60.68,64.5,300.2,1801,97.6,"UMBS_Arub_2"
"12",8.15,0.039,1110,0.567,1.41,6,0.5,2.25,23.39,24.94,23.46,1499.6,1481.64,16.943,18.055,57.28,61.04,300.2,1800,97.6,"UMBS_Arub_2"
"13",9.36,0.037,1520,0.577,1.51,6,0.5,2.25,22.93,25.31,22.39,1999.63,1978.64,16.612,17.746,57.73,61.67,300.2,1799,97.6,"UMBS_Arub_2"
