"","X","Photo","Cond","Ci","Trmmol","VPD","LA","StmRat","BLCond","Tair","Tleaf","TBlk","CO2R","CO2S","H2OR","H2OS","RH_R","RH_S","Flow","Pari","Press","id"
"1",1,7.62967094255438,0.0818739542665923,225,1.19353039598438,1.46,5.379,0.5,2.25,25.89,24.82,26.66,399.77,385.25,14.895,16.996,44.26,50.39,299.6,1799,99.38,"BNZ_Pmar_4"
"2",2,5.6553262688232,0.0819854991634133,170,1.21583937534858,1.48,5.379,0.5,2.25,25.98,24.98,26.65,300.14,289.36,14.91,17.051,44.06,50.27,299.6,1799,99.38,"BNZ_Pmar_4"
"3",3,3.4132738427217,0.0820970440602342,121,1.22699386503067,1.5,5.379,0.5,2.25,26.02,25.1,26.65,200.06,193.5,14.946,17.114,44.07,50.35,299.6,1799,99.38,"BNZ_Pmar_4"
"4",4,0.998326826547685,0.0822085889570552,74.8,1.22699386503067,1.5,5.379,0.5,2.25,25.94,25.15,26.46,98.88,96.87,14.998,17.172,44.44,50.77,299.6,1799,99.38,"BNZ_Pmar_4"
"5",5,-0.160624651422197,0.0825432236475181,51.7,1.22699386503067,1.49,5.379,0.5,2.25,25.79,25.1,26.26,49.53,49.71,15.051,17.216,45,51.35,299.6,1800,99.37,"BNZ_Pmar_4"
"6",6,7.44004461795873,0.0812046848856665,227,1.19353039598438,1.47,5.379,0.5,2.25,25.74,24.99,26.26,399.41,385.22,15.095,17.199,45.27,51.43,299.6,1800,99.37,"BNZ_Pmar_4"
"7",7,7.60736196319018,0.0817624093697713,224,1.20468488566648,1.47,5.379,0.5,2.25,25.75,25,26.26,399.44,384.94,15.091,17.209,45.25,51.45,299.6,1799,99.37,"BNZ_Pmar_4"
"8",8,11.6006692693809,0.0817624093697713,334,1.20468488566648,1.48,5.379,0.5,2.25,25.76,25.05,26.26,599.55,577.56,15.099,17.23,45.23,51.46,299.6,1800,99.37,"BNZ_Pmar_4"
"9",9,14.94701617401,0.0815393195761294,454,1.20468488566648,1.47,5.379,0.5,2.25,25.76,25.05,26.26,799.74,771.18,15.154,17.271,45.38,51.57,299.6,1800,99.37,"BNZ_Pmar_4"
"10",10,18.851087562744,0.0846625766871166,580,1.23814835471277,1.47,5.379,0.5,2.25,25.77,25.05,26.26,1000.15,964.19,15.116,17.309,45.13,51.68,299.6,1800,99.36,"BNZ_Pmar_4"
"11",11,21.0819854991634,0.0851087562744005,729,1.24930284439487,1.47,5.379,0.5,2.25,25.77,25.06,26.26,1199.94,1159.53,15.142,17.34,45.2,51.77,299.6,1800,99.36,"BNZ_Pmar_4"
"12",12,23.5359732292248,0.0845510317902956,968,1.24930284439487,1.48,5.379,0.5,2.25,25.79,25.12,26.26,1500.53,1455.06,15.188,17.386,45.28,51.83,299.6,1799,99.35,"BNZ_Pmar_4"
"13",13,25.7668711656442,0.0848856664807585,1410,1.23814835471277,1.46,5.379,0.5,2.25,25.77,25.07,26.26,2000.67,1950.11,15.239,17.425,45.51,52.01,299.6,1800,99.35,"BNZ_Pmar_4"
