"","Photo","Cond","Ci","Trmmol","VPD","LA","StmRat","BLCond","Tair","Tleaf","TBlk","CO2R","CO2S","H2OR","H2OS","RH_R","RH_S","Flow","Pari","Press","id"
"1",5.35,0.0806,271,1.14,1.4,6,0.5,2.25,24.73,25.28,24.44,399.61,388.04,16.539,18.778,51.64,58.63,300.5,1800,97.73,"MMSF_Ltul_5"
"2",3.92,0.0837,208,1.13,1.33,6,0.5,2.25,24.2,24.88,23.92,299.72,291.23,16.52,18.725,53.37,60.37,300.5,1801,97.74,"MMSF_Ltul_5"
"3",2.49,0.102,150,1.3,1.27,6,0.5,2.25,23.77,24.64,23.64,199.57,194.09,16.34,18.879,54.07,62.47,300.5,1801,97.74,"MMSF_Ltul_5"
"4",0.67,0.11,85.9,1.43,1.3,6,0.5,2.25,24.34,24.91,24.31,99.62,98,16.305,19.105,52.28,61.08,300.5,1801,97.73,"MMSF_Ltul_5"
"5",-0.271,0.122,52.8,1.55,1.28,6,0.5,2.25,24.24,24.89,24.12,49.83,50.21,16.249,19.279,52.43,62.02,300.5,1801,97.73,"MMSF_Ltul_5"
"6",5.56,0.132,310,1.63,1.24,6,0.5,2.25,24.12,24.78,23.92,400.26,387.9,16.197,19.383,52.64,62.8,300.5,1801,97.73,"MMSF_Ltul_5"
"7",5.45,0.12,304,1.54,1.29,6,0.5,2.25,24.24,24.9,24.12,399.5,387.43,16.172,19.181,52.18,61.72,300.5,1801,97.73,"MMSF_Ltul_5"
"8",7.07,0.0868,439,1.21,1.37,6,0.5,2.25,24.44,24.98,24.48,600.61,585.07,16.076,18.439,51.16,58.63,300.5,1801,97.73,"MMSF_Ltul_5"
"9",7.21,0.0476,523,0.719,1.47,6,0.5,2.25,24.1,24.99,23.92,801.14,785.62,16.043,17.454,52.05,56.64,300.5,1801,97.74,"MMSF_Ltul_5"
"10",7.46,0.0356,625,0.55,1.49,6,0.5,2.25,23.97,24.93,23.72,1000.35,984.37,16.032,17.111,52.42,55.95,300.5,1799,97.74,"MMSF_Ltul_5"
"11",7.71,0.0298,740,0.464,1.51,6,0.5,2.25,24.18,24.9,24.13,1200.2,1183.71,16.012,16.924,51.69,54.64,300.5,1799,97.75,"MMSF_Ltul_5"
"12",8.07,0.0235,898,0.386,1.58,6,0.5,2.25,24.29,25.21,24.12,1500.36,1483.1,16.022,16.779,51.39,53.82,300.5,1800,97.75,"MMSF_Ltul_5"
"13",8.77,0.0176,1140,0.288,1.57,6,0.5,2.25,23.9,25.15,23.52,2000.28,1981.63,16.172,16.738,53.11,54.97,300.5,1799,97.75,"MMSF_Ltul_5"
