"","X","Photo","Cond","Ci","Trmmol","VPD","LA","StmRat","BLCond","Tair","Tleaf","TBlk","CO2R","CO2S","H2OR","H2OS","RH_R","RH_S","Flow","Pari","Press","id"
"1",1,3.72028935583879,0.0443334481570789,249,0.726489838098519,1.63,5.806,0.5,2.25,24.83,25.07,24.48,399.66,393.85,14.696,15.734,46.55,49.78,400.2,1801,99.6,"BNZ_Pmar_11"
"2",2,2.58353427488805,0.0377196004133655,179,0.547709266276266,1.43,5.806,0.5,2.25,24.79,24.94,24.49,299.99,296,16.631,17.413,52.79,55.22,400.2,1801,99.6,"BNZ_Pmar_11"
"3",3,1.50878401653462,0.0412332070272132,134,0.598346538064072,1.43,5.806,0.5,2.25,24.78,24.92,24.49,199.59,197.24,16.532,17.385,52.51,55.18,400.2,1800,99.6,"BNZ_Pmar_11"
"4",4,0.288322425077506,0.0344126765415088,83.8,0.500172235618326,1.43,5.806,0.5,2.25,24.82,25.04,24.49,100.06,99.57,16.916,17.629,53.6,55.8,400.2,1799,99.6,"BNZ_Pmar_11"
"5",5,-0.339993110575267,0.0407165001722356,62.6,0.594212883224251,1.44,5.806,0.5,2.25,24.85,25.12,24.49,49.91,50.36,16.832,17.679,53.27,55.89,400.2,1800,99.59,"BNZ_Pmar_11"
"6",6,3.66861867034103,0.0414398897692043,244,0.61591457113331,1.47,5.806,0.5,2.25,24.55,25.17,23.91,400.47,394.8,16.64,17.518,53.58,56.35,400.2,1799,99.59,"BNZ_Pmar_11"
"7",7,3.44126765415088,0.0406131588012401,249,0.603513606613848,1.47,5.806,0.5,2.25,24.41,25.15,23.71,399.64,394.3,16.609,17.469,53.94,56.68,400.2,1799,99.59,"BNZ_Pmar_11"
"8",8,5.05339304168102,0.0394764037202894,374,0.588012400964519,1.47,5.806,0.5,2.25,24.28,25.13,23.51,600.97,593.14,16.583,17.421,54.29,56.97,400.2,1800,99.59,"BNZ_Pmar_11"
"9",9,6.8722011712022,0.0388563554943162,486,0.574578022735102,1.46,5.806,0.5,2.25,24.25,25.05,23.51,798.99,788.36,16.545,17.364,54.23,56.87,400.1,1801,99.58,"BNZ_Pmar_11"
"10",10,7.69893213916638,0.035446090251464,616,0.526007578367206,1.46,5.806,0.5,2.25,24.24,25.03,23.51,999.79,987.87,16.527,17.277,54.22,56.62,400.2,1799,99.59,"BNZ_Pmar_11"
"11",11,8.44299001033414,0.0345160179125043,767,0.523940750947296,1.49,5.806,0.5,2.25,24.3,25.17,23.51,1200.14,1186.99,16.507,17.254,53.97,56.35,400.2,1801,99.59,"BNZ_Pmar_11"
"12",12,9.16637960730279,0.0313124354116431,981,0.474336892869445,1.49,5.806,0.5,2.25,24.17,25.13,23.32,1499.69,1485.37,16.546,17.222,54.51,56.69,400.2,1800,99.59,"BNZ_Pmar_11"
"13",13,9.49707199448846,0.0272821219428178,1380,0.412332070272132,1.48,5.806,0.5,2.25,24.06,25.11,23.12,1998.95,1983.98,16.645,17.233,55.21,57.1,400.2,1799,99.58,"BNZ_Pmar_11"
